loan_id,customer_id,loan_amount,term_months,interest_rate,application_date,status,defaulted,age,gender,income,employment_status,city,credit_score,credit_score_provider,last_updated,application_year,application_month,loan_to_income_ratio,risk_segment
LOAN000294,CUST0120,452893.13,12,19.55,2025-06-12,APPROVED,0,42,F,202984,Self-Employed,Seattle,559.0,Experian,2025-09-30T13:25:04.028711,2025,6,2.23,High Risk
LOAN000295,CUST0023,94042.26,60,8.39,2025-09-13,APPROVED,0,31,F,206461,Unemployed,Seattle,488.0,Experian,2025-09-30T13:25:02.743840,2025,9,0.46,High Risk
LOAN000296,CUST0146,73887.22,60,18.71,2025-04-10,PENDING,0,37,F,47920,Unemployed,San Francisco,487.0,TransUnion,2025-09-30T13:25:04.242292,2025,4,1.54,High Risk
LOAN000297,CUST0046,398613.99,36,5.02,2025-03-03,PENDING,0,51,F,88045,Unemployed,San Francisco,325.0,TransUnion,2025-09-30T13:25:03.028949,2025,3,4.53,High Risk
LOAN000298,CUST0114,361789.97,60,20.72,2024-12-04,APPROVED,0,29,M,115001,Employed,New York,561.0,,,2024,12,3.15,High Risk
LOAN000299,CUST0101,454219.98,48,5.36,2024-11-22,APPROVED,0,34,M,107353,Retired,Chicago,495.0,Experian,2025-09-30T13:25:03.810321,2024,11,4.23,High Risk
LOAN000300,CUST0205,51351.82,60,4.12,2025-04-29,APPROVED,0,57,M,121127,Unemployed,San Francisco,443.0,Experian,2025-09-30T13:25:05.304487,2025,4,0.42,High Risk
LOAN000301,CUST0186,473553.45,36,7.89,2025-02-23,APPROVED,0,36,F,245505,Retired,Austin,701.0,Equifax,2025-09-30T13:25:04.961058,2025,2,1.93,Low Risk
LOAN000302,CUST0201,210163.03,36,18.43,2025-04-24,PENDING,0,36,F,76186,Unemployed,New York,377.0,Equifax,2025-09-30T13:25:05.233771,2025,4,2.76,High Risk
LOAN000303,CUST0060,33259.87,60,11.62,2024-10-10,APPROVED,0,54,M,116996,Employed,San Francisco,315.0,Experian,2025-09-30T13:25:03.142906,2024,10,0.28,High Risk
LOAN000304,CUST0242,25805.4,36,20.88,2025-02-08,APPROVED,0,27,M,134673,Retired,San Francisco,561.0,,,2025,2,0.19,High Risk
LOAN000305,CUST0257,241860.77,12,22.21,2024-11-22,APPROVED,0,41,M,162206,Self-Employed,Seattle,500.0,Equifax,2025-09-30T13:25:06.040848,2024,11,1.49,High Risk
LOAN000306,CUST0280,256144.66,60,4.55,2025-07-09,APPROVED,0,51,M,249928,Retired,Chicago,485.0,TransUnion,2025-09-30T13:25:33.983550,2025,7,1.02,High Risk
LOAN000307,CUST0024,190441.03,24,8.2,2024-12-18,APPROVED,0,21,F,27654,Self-Employed,San Francisco,677.0,Experian,2025-09-30T13:25:02.754879,2024,12,6.89,Low Risk
LOAN000308,CUST0127,48029.98,24,14.95,2025-03-10,APPROVED,0,49,F,105492,Unemployed,Seattle,759.0,TransUnion,2025-09-30T13:25:04.107360,2025,3,0.46,Low Risk
LOAN000309,CUST0137,420559.79,36,7.76,2025-01-23,PENDING,0,67,M,86111,Self-Employed,New York,678.0,Equifax,2025-09-30T13:25:04.184135,2025,1,4.88,Low Risk
LOAN000310,CUST0045,403712.61,60,5.56,2025-07-10,APPROVED,0,51,M,100289,Unemployed,New York,348.0,Experian,2025-09-30T13:25:03.024382,2025,7,4.03,High Risk
LOAN000311,CUST0145,159052.76,36,21.35,2025-02-28,APPROVED,0,39,M,237474,Self-Employed,San Francisco,514.0,Experian,2025-09-30T13:25:04.235600,2025,2,0.67,High Risk
LOAN000312,CUST0218,54799.71,12,9.58,2025-03-13,APPROVED,0,66,M,183705,Self-Employed,Chicago,769.0,Equifax,2025-09-30T13:25:05.533371,2025,3,0.3,Low Risk
LOAN000313,CUST0105,391062.19,36,16.58,2025-05-24,PENDING,0,22,M,121898,Unemployed,Seattle,515.0,Experian,2025-09-30T13:25:03.853706,2025,5,3.21,High Risk
LOAN000314,CUST0288,54476.74,60,10.41,2024-10-07,APPROVED,0,68,F,137154,Self-Employed,Austin,472.0,Experian,2025-09-30T13:25:06.540245,2024,10,0.4,High Risk
LOAN000315,CUST0069,92384.37,60,22.48,2025-08-15,APPROVED,1,43,M,217053,Self-Employed,San Francisco,597.0,Equifax,2025-09-30T13:25:03.221954,2025,8,0.43,Medium Risk
LOAN000316,CUST0245,344211.07,60,20.59,2024-11-09,APPROVED,0,74,F,238091,Retired,San Francisco,403.0,Experian,2025-09-30T13:25:05.924658,2024,11,1.45,High Risk
LOAN000317,CUST0278,298385.92,24,22.44,2024-10-31,APPROVED,0,73,F,152734,Self-Employed,New York,454.0,Experian,2025-09-30T13:25:06.368261,2024,10,1.95,High Risk
LOAN000318,CUST0016,176386.16,12,10.62,2024-11-22,APPROVED,0,45,M,132971,Unemployed,New York,546.0,TransUnion,2025-09-30T13:25:02.629204,2024,11,1.33,High Risk
LOAN000319,CUST0137,353181.01,36,15.18,2025-05-03,APPROVED,0,67,M,86111,Self-Employed,New York,678.0,Equifax,2025-09-30T13:25:04.184135,2025,5,4.1,Low Risk
LOAN000320,CUST0186,44136.61,48,8.04,2025-07-14,APPROVED,0,36,F,245505,Retired,Austin,701.0,Equifax,2025-09-30T13:25:04.961058,2025,7,0.18,Low Risk
LOAN000321,CUST0121,473000.17,36,13.57,2025-03-04,PENDING,0,72,M,85334,Self-Employed,Austin,595.0,Experian,2025-09-30T13:25:04.054138,2025,3,5.54,Medium Risk
LOAN000322,CUST0061,211783.93,12,8.37,2025-04-03,APPROVED,0,69,F,51060,Unemployed,San Francisco,790.0,Equifax,2025-09-30T13:25:03.167596,2025,4,4.15,Low Risk
LOAN000323,CUST0187,78964.94,48,8.54,2025-03-14,REJECTED,0,28,M,139053,Employed,New York,612.0,TransUnion,2025-09-30T13:25:04.985249,2025,3,0.57,Medium Risk
LOAN000324,CUST0196,215182.92,60,17.69,2025-05-15,APPROVED,0,49,F,89130,Retired,Chicago,308.0,Experian,2025-09-30T13:25:05.138425,2025,5,2.41,High Risk
LOAN000325,CUST0219,343773.27,36,6.56,2025-07-07,APPROVED,0,38,F,100269,Retired,Austin,497.0,Equifax,2025-09-30T13:25:05.550719,2025,7,3.43,High Risk
LOAN000326,CUST0174,171224.67,24,13.55,2025-01-03,APPROVED,0,59,M,34371,Self-Employed,Seattle,612.0,TransUnion,2025-09-30T13:25:04.700720,2025,1,4.98,Medium Risk
LOAN000327,CUST0207,399962.35,24,19.42,2025-07-08,APPROVED,0,66,M,176109,Unemployed,Chicago,792.0,Experian,2025-09-30T13:25:05.350524,2025,7,2.27,Low Risk
LOAN000328,CUST0163,496458.31,60,13.92,2025-04-20,APPROVED,0,68,F,58013,Self-Employed,Austin,415.0,Equifax,2025-09-30T13:25:04.485523,2025,4,8.56,High Risk
LOAN000329,CUST0299,245858.74,12,22.13,2025-09-29,APPROVED,0,67,F,192787,Retired,Chicago,573.0,TransUnion,2025-09-30T13:25:06.737360,2025,9,1.28,High Risk
LOAN000330,CUST0216,277696.1,60,3.72,2024-12-07,APPROVED,0,45,M,178666,Self-Employed,Chicago,840.0,Equifax,2025-09-30T13:25:05.489844,2024,12,1.55,Low Risk
LOAN000331,CUST0083,497469.27,48,18.66,2025-06-20,APPROVED,0,46,M,165882,Self-Employed,New York,766.0,TransUnion,2025-09-30T13:25:03.473177,2025,6,3.0,Low Risk
LOAN000332,CUST0125,172492.74,60,15.8,2025-01-26,APPROVED,0,33,F,178185,Retired,Austin,486.0,TransUnion,2025-09-30T13:25:04.089034,2025,1,0.97,High Risk
LOAN000333,CUST0149,66676.08,60,8.8,2025-07-30,APPROVED,0,67,F,100251,Self-Employed,San Francisco,421.0,Experian,2025-09-30T13:25:04.259783,2025,7,0.67,High Risk
LOAN000334,CUST0070,414747.76,36,3.52,2025-05-30,APPROVED,1,58,M,235907,Self-Employed,Seattle,557.0,Equifax,2025-09-30T13:25:03.238089,2025,5,1.76,High Risk
LOAN000335,CUST0239,222069.29,12,10.15,2025-09-28,APPROVED,0,56,M,222447,Unemployed,Chicago,561.0,,,2025,9,1.0,High Risk
LOAN000336,CUST0091,67696.09,48,5.72,2024-12-06,APPROVED,0,29,F,199217,Retired,New York,725.0,TransUnion,2025-09-30T13:25:31.160386,2024,12,0.34,Low Risk
LOAN000337,CUST0297,129659.69,60,13.27,2024-10-30,PENDING,0,32,F,115781,Employed,Seattle,389.0,TransUnion,2025-09-30T13:25:34.283255,2024,10,1.12,High Risk
LOAN000338,CUST0295,456736.65,48,5.61,2025-01-02,APPROVED,0,62,M,98126,Self-Employed,Seattle,733.0,Experian,2025-09-30T13:25:06.667511,2025,1,4.65,Low Risk
LOAN000339,CUST0075,369489.61,48,7.0,2024-10-15,APPROVED,0,54,M,77611,Employed,Austin,737.0,Equifax,2025-09-30T13:25:03.350784,2024,10,4.76,Low Risk
LOAN000340,CUST0095,461995.86,24,16.58,2024-10-07,PENDING,0,25,M,36704,Retired,Chicago,465.0,TransUnion,2025-09-30T13:25:03.688902,2024,10,12.59,High Risk
LOAN000341,CUST0233,92479.2,48,12.7,2025-05-13,PENDING,0,33,F,239615,Unemployed,Austin,745.0,Equifax,2025-09-30T13:25:05.750399,2025,5,0.39,Low Risk
LOAN000342,CUST0276,368135.86,12,18.0,2025-04-29,APPROVED,0,24,F,192966,Self-Employed,Austin,402.0,TransUnion,2025-09-30T13:25:06.324833,2025,4,1.91,High Risk
LOAN000343,CUST0285,343739.76,60,10.33,2025-08-07,APPROVED,0,57,F,117441,Employed,New York,573.0,Experian,2025-09-30T13:25:34.081756,2025,8,2.93,High Risk
LOAN000344,CUST0121,146483.55,60,21.96,2025-07-24,APPROVED,0,72,M,85334,Self-Employed,Austin,595.0,Experian,2025-09-30T13:25:04.054138,2025,7,1.72,Medium Risk
LOAN000345,CUST0029,249692.9,36,16.5,2025-09-29,APPROVED,0,35,F,225238,Employed,New York,697.0,Equifax,2025-09-30T13:25:02.828175,2025,9,1.11,Low Risk
LOAN000346,CUST0107,263552.12,24,7.55,2024-11-10,PENDING,0,60,F,34136,Unemployed,Chicago,774.0,Experian,2025-09-30T13:25:03.871402,2024,11,7.72,Low Risk
LOAN000347,CUST0121,249579.73,36,11.29,2025-06-05,APPROVED,0,72,M,85334,Self-Employed,Austin,595.0,Experian,2025-09-30T13:25:04.054138,2025,6,2.92,Medium Risk
LOAN000348,CUST0003,410468.27,36,8.28,2025-08-14,APPROVED,0,43,F,245034,Unemployed,Seattle,603.0,TransUnion,2025-09-30T13:25:02.502508,2025,8,1.68,Medium Risk
LOAN000349,CUST0205,414682.83,24,7.85,2025-07-09,APPROVED,0,57,M,121127,Unemployed,San Francisco,443.0,Experian,2025-09-30T13:25:05.304487,2025,7,3.42,High Risk
LOAN000350,CUST0023,112094.08,24,7.98,2025-06-22,APPROVED,0,31,F,206461,Unemployed,Seattle,488.0,Experian,2025-09-30T13:25:02.743840,2025,6,0.54,High Risk
LOAN000351,CUST0022,333347.73,24,18.7,2025-04-27,APPROVED,0,64,M,237787,Unemployed,Seattle,629.0,TransUnion,2025-09-30T13:25:02.727314,2025,4,1.4,Medium Risk
LOAN000352,CUST0161,436073.32,48,21.89,2025-07-04,APPROVED,0,45,F,68459,Employed,San Francisco,806.0,TransUnion,2025-09-30T13:25:04.439524,2025,7,6.37,Low Risk
LOAN000353,CUST0122,352416.54,12,10.09,2025-01-21,APPROVED,0,33,M,185998,Unemployed,Austin,354.0,Equifax,2025-09-30T13:25:04.061701,2025,1,1.89,High Risk
LOAN000354,CUST0116,331173.21,60,19.68,2024-12-20,APPROVED,0,34,M,117333,Self-Employed,Seattle,558.0,Equifax,2025-09-30T13:25:03.954962,2024,12,2.82,High Risk
LOAN000355,CUST0289,122298.41,12,13.72,2025-02-14,PENDING,0,41,F,95717,Retired,New York,524.0,Experian,2025-09-30T13:25:06.567901,2025,2,1.28,High Risk
LOAN000356,CUST0165,423767.31,12,23.57,2025-04-11,APPROVED,0,58,M,236082,Employed,San Francisco,712.0,Equifax,2025-09-30T13:25:04.517584,2025,4,1.8,Low Risk
LOAN000357,CUST0159,404641.34,48,7.56,2024-11-07,APPROVED,0,53,F,194598,Retired,Chicago,696.0,TransUnion,2025-09-30T13:25:32.147652,2024,11,2.08,Low Risk
LOAN000358,CUST0168,76536.68,24,9.1,2025-05-22,APPROVED,0,55,F,58218,Self-Employed,San Francisco,592.0,TransUnion,2025-09-30T13:25:04.574671,2025,5,1.31,Medium Risk
LOAN000359,CUST0278,187415.75,60,13.9,2025-05-23,APPROVED,0,73,F,152734,Self-Employed,New York,454.0,Experian,2025-09-30T13:25:06.368261,2025,5,1.23,High Risk
LOAN000360,CUST0071,82485.73,24,13.75,2025-05-19,APPROVED,0,51,M,186434,Retired,Chicago,416.0,Equifax,2025-09-30T13:25:03.242672,2025,5,0.44,High Risk
LOAN000361,CUST0170,259084.92,60,15.33,2025-01-18,APPROVED,0,21,M,159568,Employed,Austin,782.0,Experian,2025-09-30T13:25:04.634076,2025,1,1.62,Low Risk
LOAN000362,CUST0274,11786.51,36,22.09,2024-12-05,PENDING,0,31,M,135457,Employed,Chicago,741.0,Experian,2025-09-30T13:25:06.300773,2024,12,0.09,Low Risk
LOAN000363,CUST0151,346114.89,36,13.82,2024-11-25,REJECTED,0,66,M,64409,Self-Employed,San Francisco,623.0,Experian,2025-09-30T13:25:04.273754,2024,11,5.37,Medium Risk
LOAN000364,CUST0297,182143.6,12,5.88,2024-10-21,PENDING,0,32,F,115781,Employed,Seattle,389.0,TransUnion,2025-09-30T13:25:34.283255,2024,10,1.57,High Risk
LOAN000365,CUST0195,90460.43,12,14.55,2024-12-03,APPROVED,0,52,F,195978,Unemployed,Austin,586.0,Equifax,2025-09-30T13:25:05.124372,2024,12,0.46,Medium Risk
LOAN000366,CUST0060,428950.09,48,19.72,2025-08-08,APPROVED,0,54,M,116996,Employed,San Francisco,315.0,Experian,2025-09-30T13:25:03.142906,2025,8,3.67,High Risk
LOAN000367,CUST0176,453628.84,60,14.41,2025-07-05,APPROVED,0,71,M,249539,Unemployed,Chicago,614.0,Equifax,2025-09-30T13:25:32.379956,2025,7,1.82,Medium Risk
LOAN000368,CUST0142,5863.99,12,7.09,2025-07-29,APPROVED,0,40,F,241002,Retired,New York,633.0,Experian,2025-09-30T13:25:04.217746,2025,7,0.02,Medium Risk
LOAN000369,CUST0203,143991.21,36,18.4,2024-11-15,APPROVED,0,72,M,144621,Unemployed,Austin,410.0,TransUnion,2025-09-30T13:25:32.830698,2024,11,1.0,High Risk
LOAN000370,CUST0266,373471.12,60,20.49,2025-03-16,APPROVED,0,51,M,148132,Unemployed,Seattle,301.0,Equifax,2025-09-30T13:25:06.167446,2025,3,2.52,High Risk
LOAN000371,CUST0023,383244.33,12,23.15,2025-02-06,APPROVED,0,31,F,206461,Unemployed,Seattle,488.0,Experian,2025-09-30T13:25:02.743840,2025,2,1.86,High Risk
LOAN000372,CUST0224,442101.83,60,8.7,2025-08-31,PENDING,0,24,M,103072,Employed,New York,629.0,Experian,2025-09-30T13:25:05.650482,2025,8,4.29,Medium Risk
LOAN000373,CUST0237,241882.97,12,15.88,2024-10-26,APPROVED,0,61,M,164656,Self-Employed,Austin,799.0,Equifax,2025-09-30T13:25:05.817737,2024,10,1.47,Low Risk
LOAN000374,CUST0290,153677.23,48,7.96,2024-10-14,APPROVED,0,75,M,39101,Employed,Austin,331.0,Equifax,2025-09-30T13:25:06.584451,2024,10,3.93,High Risk
LOAN000375,CUST0030,498638.41,24,8.93,2025-03-29,APPROVED,0,60,M,126229,Employed,New York,640.0,Experian,2025-09-30T13:25:02.833351,2025,3,3.95,Medium Risk
LOAN000376,CUST0035,148834.55,48,16.45,2025-05-31,APPROVED,0,37,F,163070,Retired,Chicago,791.0,Experian,2025-09-30T13:25:02.902333,2025,5,0.91,Low Risk
LOAN000377,CUST0014,19044.6,24,10.87,2025-08-04,APPROVED,0,46,F,59253,Unemployed,New York,430.0,TransUnion,2025-09-30T13:25:02.615960,2025,8,0.32,High Risk
LOAN000378,CUST0123,372473.89,24,22.05,2025-07-15,APPROVED,0,54,F,140335,Self-Employed,Chicago,433.0,Experian,2025-09-30T13:25:31.549979,2025,7,2.65,High Risk
LOAN000379,CUST0280,470482.95,36,22.05,2025-01-06,APPROVED,0,51,M,249928,Retired,Chicago,485.0,TransUnion,2025-09-30T13:25:33.983550,2025,1,1.88,High Risk
LOAN000380,CUST0225,246748.82,48,12.43,2025-05-22,APPROVED,0,32,F,186111,Employed,Austin,393.0,TransUnion,2025-09-30T13:25:33.182495,2025,5,1.33,High Risk
LOAN000381,CUST0124,188961.07,48,16.3,2025-06-25,APPROVED,0,74,F,206573,Self-Employed,Austin,368.0,Equifax,2025-09-30T13:25:04.080334,2025,6,0.91,High Risk
LOAN000382,CUST0257,369036.47,60,16.12,2025-05-09,APPROVED,0,41,M,162206,Self-Employed,Seattle,500.0,Equifax,2025-09-30T13:25:06.040848,2025,5,2.28,High Risk
LOAN000383,CUST0060,243704.07,24,7.83,2025-08-09,REJECTED,0,54,M,116996,Employed,San Francisco,315.0,Experian,2025-09-30T13:25:03.142906,2025,8,2.08,High Risk
LOAN000384,CUST0091,75471.97,12,8.51,2025-03-01,APPROVED,0,29,F,199217,Retired,New York,725.0,TransUnion,2025-09-30T13:25:31.160386,2025,3,0.38,Low Risk
LOAN000385,CUST0221,481811.89,48,11.88,2025-02-13,PENDING,0,56,M,212128,Self-Employed,New York,749.0,Experian,2025-09-30T13:25:05.600532,2025,2,2.27,Low Risk
LOAN000386,CUST0286,330787.12,60,16.56,2025-01-22,APPROVED,0,69,M,170533,Self-Employed,San Francisco,617.0,Equifax,2025-09-30T13:25:06.507474,2025,1,1.94,Medium Risk
LOAN000387,CUST0139,33110.12,12,22.25,2025-08-03,APPROVED,0,44,M,162750,Retired,Seattle,772.0,TransUnion,2025-09-30T13:25:04.198769,2025,8,0.2,Low Risk
LOAN000388,CUST0268,38777.55,36,10.65,2024-12-27,APPROVED,0,24,F,134290,Retired,San Francisco,669.0,Equifax,2025-09-30T13:25:33.852140,2024,12,0.29,Medium Risk
LOAN000389,CUST0206,72938.22,60,13.23,2025-04-15,REJECTED,0,70,M,202500,Employed,New York,692.0,TransUnion,2025-09-30T13:25:05.332604,2025,4,0.36,Low Risk
LOAN000390,CUST0155,203102.04,24,22.61,2024-11-19,APPROVED,0,73,F,120174,Unemployed,San Francisco,558.0,Experian,2025-09-30T13:25:04.338764,2024,11,1.69,High Risk
LOAN000391,CUST0191,469844.61,36,11.9,2025-06-12,PENDING,0,48,F,42962,Retired,New York,594.0,Equifax,2025-09-30T13:25:32.631312,2025,6,10.94,Medium Risk
LOAN000392,CUST0259,112715.67,12,21.47,2024-12-27,REJECTED,1,62,F,231812,Self-Employed,San Francisco,708.0,Equifax,2025-09-30T13:25:06.050344,2024,12,0.49,Low Risk
LOAN000393,CUST0207,39720.76,24,3.71,2025-03-02,APPROVED,0,66,M,176109,Unemployed,Chicago,792.0,Experian,2025-09-30T13:25:05.350524,2025,3,0.23,Low Risk
LOAN000394,CUST0013,300530.68,60,22.94,2024-12-23,APPROVED,0,29,F,234629,Employed,Chicago,500.0,Equifax,2025-09-30T13:25:02.608300,2024,12,1.28,High Risk
LOAN000395,CUST0078,361262.27,24,12.87,2024-10-20,APPROVED,0,49,F,94928,Employed,Austin,656.0,TransUnion,2025-09-30T13:25:03.400734,2024,10,3.81,Medium Risk
LOAN000396,CUST0106,242768.97,24,5.56,2025-06-17,APPROVED,0,22,M,203806,Employed,New York,522.0,TransUnion,2025-09-30T13:25:03.863106,2025,6,1.19,High Risk
LOAN000397,CUST0078,495732.39,24,5.17,2025-08-10,APPROVED,0,49,F,94928,Employed,Austin,656.0,TransUnion,2025-09-30T13:25:03.400734,2025,8,5.22,Medium Risk
LOAN000398,CUST0099,357708.35,48,11.46,2024-10-04,APPROVED,0,67,M,131416,Self-Employed,Chicago,731.0,Equifax,2025-09-30T13:25:31.212546,2024,10,2.72,Low Risk
LOAN000399,CUST0084,180665.71,60,23.0,2025-06-27,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2025,6,0.94,High Risk
LOAN000400,CUST0012,49603.32,12,21.87,2025-04-09,APPROVED,0,32,M,142216,Retired,New York,745.0,Experian,2025-09-30T13:25:30.081772,2025,4,0.35,Low Risk
LOAN000401,CUST0046,331754.56,24,9.93,2025-05-07,APPROVED,0,51,F,88045,Unemployed,San Francisco,325.0,TransUnion,2025-09-30T13:25:03.028949,2025,5,3.77,High Risk
LOAN000402,CUST0088,263223.7,48,8.64,2024-11-22,PENDING,1,64,M,156001,Retired,Austin,736.0,Equifax,2025-09-30T13:25:03.567367,2024,11,1.69,Low Risk
LOAN000403,CUST0115,46011.97,24,5.55,2024-12-12,APPROVED,0,71,M,195976,Unemployed,New York,795.0,TransUnion,2025-09-30T13:25:03.946024,2024,12,0.23,Low Risk
LOAN000404,CUST0179,53861.99,24,6.65,2025-02-26,APPROVED,0,21,M,163786,Retired,San Francisco,355.0,TransUnion,2025-09-30T13:25:04.767581,2025,2,0.33,High Risk
LOAN000405,CUST0020,106707.72,12,5.95,2025-09-01,APPROVED,0,71,F,181825,Employed,San Francisco,561.0,,,2025,9,0.59,High Risk
LOAN000406,CUST0284,152928.48,48,15.76,2025-01-13,PENDING,0,51,M,223508,Unemployed,Seattle,564.0,Equifax,2025-09-30T13:25:06.473987,2025,1,0.68,High Risk
LOAN000407,CUST0021,307914.4,48,11.31,2025-04-01,APPROVED,0,45,M,222700,Self-Employed,Austin,417.0,Equifax,2025-09-30T13:25:30.197052,2025,4,1.38,High Risk
LOAN000408,CUST0144,246586.88,48,5.37,2025-06-08,APPROVED,0,68,F,116726,Self-Employed,Chicago,847.0,Equifax,2025-09-30T13:25:04.230107,2025,6,2.11,Low Risk
LOAN000409,CUST0269,93206.21,36,23.95,2024-12-30,APPROVED,0,40,F,54666,Employed,New York,626.0,Experian,2025-09-30T13:25:06.224897,2024,12,1.71,Medium Risk
LOAN000410,CUST0117,417868.93,48,13.17,2025-07-16,APPROVED,0,31,F,230007,Employed,Austin,699.0,TransUnion,2025-09-30T13:25:31.415720,2025,7,1.82,Low Risk
LOAN000411,CUST0249,61688.19,60,7.32,2024-10-26,REJECTED,0,63,F,123862,Unemployed,Austin,440.0,TransUnion,2025-09-30T13:25:05.972670,2024,10,0.5,High Risk
LOAN000412,CUST0245,216323.31,60,20.53,2025-04-02,APPROVED,0,74,F,238091,Retired,San Francisco,403.0,Experian,2025-09-30T13:25:05.924658,2025,4,0.91,High Risk
LOAN000413,CUST0156,294568.42,36,13.89,2025-02-10,PENDING,1,30,F,184991,Employed,New York,759.0,Equifax,2025-09-30T13:25:04.346270,2025,2,1.59,Low Risk
LOAN000414,CUST0108,329716.58,48,6.96,2024-12-16,APPROVED,0,27,M,211197,Self-Employed,Austin,841.0,TransUnion,2025-09-30T13:25:03.875203,2024,12,1.56,Low Risk
LOAN000415,CUST0218,323616.85,60,4.82,2024-10-09,APPROVED,0,66,M,183705,Self-Employed,Chicago,769.0,Equifax,2025-09-30T13:25:05.533371,2024,10,1.76,Low Risk
LOAN000416,CUST0227,457519.09,36,18.34,2025-07-31,APPROVED,0,48,F,156357,Retired,Seattle,569.0,Experian,2025-09-30T13:25:05.684574,2025,7,2.93,High Risk
LOAN000417,CUST0273,40837.1,36,17.03,2025-02-04,APPROVED,0,34,F,88223,Employed,Austin,588.0,TransUnion,2025-09-30T13:25:06.283842,2025,2,0.46,Medium Risk
LOAN000418,CUST0049,499682.02,60,21.54,2025-09-01,APPROVED,0,33,M,187997,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:03.045784,2025,9,2.66,High Risk
LOAN000419,CUST0173,3184.03,48,13.13,2024-12-24,PENDING,0,24,M,130744,Employed,New York,553.0,Experian,2025-09-30T13:25:04.684044,2024,12,0.02,High Risk
LOAN000420,CUST0297,234601.76,24,11.31,2025-08-01,APPROVED,0,32,F,115781,Employed,Seattle,389.0,TransUnion,2025-09-30T13:25:34.283255,2025,8,2.03,High Risk
LOAN000421,CUST0163,251154.91,12,3.96,2025-06-18,APPROVED,0,68,F,58013,Self-Employed,Austin,415.0,Equifax,2025-09-30T13:25:04.485523,2025,6,4.33,High Risk
LOAN000422,CUST0138,94324.01,48,17.39,2025-03-11,APPROVED,0,22,F,100716,Self-Employed,San Francisco,316.0,Equifax,2025-09-30T13:25:04.191401,2025,3,0.94,High Risk
LOAN000423,CUST0066,213945.27,36,17.88,2024-11-21,APPROVED,0,59,M,168149,Unemployed,New York,760.0,TransUnion,2025-09-30T13:25:03.205650,2024,11,1.27,Low Risk
LOAN000424,CUST0140,247484.35,24,13.49,2025-07-03,APPROVED,0,52,F,121930,Retired,New York,658.0,Equifax,2025-09-30T13:25:04.206516,2025,7,2.03,Medium Risk
LOAN000425,CUST0026,85632.9,60,14.3,2024-11-19,APPROVED,0,33,F,245083,Unemployed,Chicago,761.0,Equifax,2025-09-30T13:25:02.798485,2024,11,0.35,Low Risk
LOAN000426,CUST0082,189292.38,48,17.01,2025-03-30,APPROVED,0,42,M,94768,Unemployed,Austin,459.0,TransUnion,2025-09-30T13:25:31.036453,2025,3,2.0,High Risk
LOAN000427,CUST0230,459974.19,60,20.14,2025-02-20,APPROVED,0,49,M,244809,Unemployed,Chicago,400.0,TransUnion,2025-09-30T13:25:05.721918,2025,2,1.88,High Risk
LOAN000428,CUST0035,427626.47,12,10.05,2024-12-12,APPROVED,0,37,F,163070,Retired,Chicago,791.0,Experian,2025-09-30T13:25:02.902333,2024,12,2.62,Low Risk
LOAN000429,CUST0158,416497.74,60,18.29,2024-12-01,REJECTED,0,59,M,201657,Self-Employed,Seattle,529.0,TransUnion,2025-09-30T13:25:04.384815,2024,12,2.07,High Risk
LOAN000430,CUST0173,386847.47,48,18.65,2025-09-29,APPROVED,0,24,M,130744,Employed,New York,553.0,Experian,2025-09-30T13:25:04.684044,2025,9,2.96,High Risk
LOAN000431,CUST0116,469519.2,60,7.69,2024-11-12,APPROVED,0,34,M,117333,Self-Employed,Seattle,558.0,Equifax,2025-09-30T13:25:03.954962,2024,11,4.0,High Risk
LOAN000432,CUST0232,436596.77,60,4.23,2025-08-25,REJECTED,0,33,M,50088,Self-Employed,Austin,371.0,TransUnion,2025-09-30T13:25:05.734696,2025,8,8.72,High Risk
LOAN000433,CUST0003,342846.87,24,8.32,2025-08-09,APPROVED,0,43,F,245034,Unemployed,Seattle,603.0,TransUnion,2025-09-30T13:25:02.502508,2025,8,1.4,Medium Risk
LOAN000434,CUST0223,365265.89,60,11.63,2024-11-18,PENDING,0,26,M,92978,Employed,Seattle,605.0,TransUnion,2025-09-30T13:25:33.148672,2024,11,3.93,Medium Risk
LOAN000435,CUST0056,455476.82,36,23.39,2024-10-25,APPROVED,0,21,F,113799,Employed,San Francisco,403.0,Equifax,2025-09-30T13:25:03.120605,2024,10,4.0,High Risk
LOAN000436,CUST0243,207669.03,12,4.66,2025-06-12,APPROVED,0,35,F,105751,Self-Employed,Chicago,462.0,Experian,2025-09-30T13:25:05.896745,2025,6,1.96,High Risk
LOAN000437,CUST0276,179190.57,36,6.98,2024-10-11,APPROVED,0,24,F,192966,Self-Employed,Austin,402.0,TransUnion,2025-09-30T13:25:06.324833,2024,10,0.93,High Risk
LOAN000438,CUST0150,404704.08,60,12.76,2024-10-09,APPROVED,0,25,F,51105,Self-Employed,Austin,802.0,Equifax,2025-09-30T13:25:04.262798,2024,10,7.92,Low Risk
LOAN000439,CUST0160,147468.1,36,12.65,2025-06-28,APPROVED,0,31,F,56517,Self-Employed,Seattle,438.0,TransUnion,2025-09-30T13:25:04.424547,2025,6,2.61,High Risk
